Journal,Journal Type,Year,Authors,Title,DOI/web address,Region of study,Period of study,Type of article,Sub-type of article,Data location,"Raw data in reuseable format (supp mat as excel or csv, or in reprository)",Phyto pictures present,OA,Open Journal,Other open access,Used ICPN 1.0,Full methods given,other details
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2018,Baird et al.,Agricultural origins on the Anatolian plateau,https://doi.org/10.1073/pnas.1800163115,Turkey,10th/9th Mill BC,Archaeological,,pdf,N,N,N,N,open access after 6 months,N,N,Supp text pdf doc - description of phyto remains and a strat graph with some morphotypes.
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2017,Zuo et al.,Dating rice remains through phytolith carbon-14 study reveals domestication at the beginning of the Holocene.,https://doi.org/10.1073/pnas.1704304114,China,9400-9000 BP,Archaeological,,pdf,N,Y,N,N,open access after 6 months,N,Y,"Dating graph, table of measurement not raw data."
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2017,Watling et al.,"Impact of pre-Columbian ""geoglyph"" builders on Amazonian forests.",https://doi.org/10.1073/pnas.1614359114,Brazil,Pre-Columbian,Archaeological,,pdf,N,N,N,N,open access after 6 months,N,Y,"Supplementary pdf doc - methods are clear, but data just as strat graphs - no raw data"
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2016,Wang et al.,Revealing a 5000 y old beer recipe in China,https://doi.org/10.1073/pnas.1601465113,China,3400-2900BC,Archaeological,,pdf,N,Y,N,N,N/A,N,Y,"Supplementary pdf doc - methods in full, data tables have selected counts and morphometric measurements means - no raw data"
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2015,Lippi et al. ,"Multistep food plant processing at Grotta Paglicci (Southern Italy) around 32,600 cal BP.",https://doi.org/10.1073/pnas.1505213112,Italy,"32,614 BP",Archaeological,,N,N,Y,N,N,N/A,N,N,Just a small amount of data described in the text
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2013,Nadel et al.,"Earliest floral grave lining from 13,700-11,700 y old Natufian burials at Raqefet Cave, Mt. Carmel, Israel.",https://doi.org/10.1073/pnas.1302277110,Israel,"13,700 to 11,700 BP",Archaeological,,pdf,N,Y,N,N,N/A,N,Y,Supp info is a pdf with table and graph of selected morphotype counts. - no raw data
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2013,Liu et al.,Palaeolithic human exploitation of plant foods during the last glacial maximum in North China. ,https://doi.org/10.1073/pnas.1217864110,China,Palaeolithic,Archaeological,,pdf,N,N,N,N,N/A,N,N,"Supp info has description of phytoliths found in the text, no table/graphs of phyto data - method is brief."
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2013,Haas et al.,Evidence from maize in the Late Archaic (3000-1800) in the Norte Chico region of Peru.,https://doi.org/10.1073/pnas.1219425110,Peru,3000-1800BC,Archaeological,,.docx,N,N,Y,N,N/A,N,N,Supp info - word doc with some data but presence/absence table. No method given
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2012,Iriarte et al. ,Fire-free land use in pre-1492 Amazonian savannas.,https://doi.org/10.1073/pnas.1201461109,French Guiana,Pre AD 1492,Archaeological,,pdf,N,N,Y,N,N/A,N,N,"Supp info - bried method, start graph of percentages of some categories of phytolith data."
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2012,Grobman et al.,"Preceramic maize from Paredones and Huaca Prieta, Peru.",https://doi.org/10.1073/pnas.1120270109,Peru,6700-3000 BP,Archaeological,,N,N,Y,N,N,N/A,N,N,Supp info pdf has no phytolith data - no data table or graphs of phytoliths
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2011,Perrier et al. ,Multidisciplinary perspectives on banana (Musa spp.) domestication.,https://doi.org/10.1073/pnas.1102001108,,6950 - 2300 BP,Archaeological,,N,N,Y,N,N,N/A,N,N,Supp info does not contain any phytolith data - it does have table of features used to id banana spp.
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2011,Henry et al.,"Microfossils in calculus demonstrate consumption of plants and cooked foods in Neanderthal diets (Shanidar III, Iraq; Spy I and II, Belgium).",https://doi.org/10.1073/pnas.1016868108,,"44,000 BP",Archaeological,,Table,N,N,N,N,N/A,N,N,Only a small amount of data given in tables in the article. Most of the informtion is about starch analysis.
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2010,McKey et al.,"Pre-Columbian agricultural landscapes, ecosystem engineers, and self-organized patchiness in Amazonia.",https://doi.org/10.1073/pnas.0908925107,Guyana,Pre-Columbian,Archaeological,,pdf,N,Y,Y,N,N/A,N,N,"Supp info pdf - no raw data, strat graph only of some phyto categories"
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2009,Lu et al.,"Earliest domestication of common millet (panicum miliaceum) in East Asia extended to 10,000 years ago.",https://doi.org/10.1073/pnas.0900158106,China,"10,000BP",Archaeological,,Graph,N,Y,N,N,N/A,N,N,"Supp info does not have raw data. There is a strat graph of some morphotype data, morphometric data in a graph."
Proceedings of the National Academy of Sciences,Cross-disciplinary journals,2009,Piperno et al.,"Starch grain and phytolith evidence for early ninth millenium BP maizew from the Central Balsas River Valley, Mexico.",https://doi.org/10.1073/pnas.0812525106,Mexico,8700 BP,Archaeological,,Table,N,Y,N,N,N/A,N,N,Table in the text has morphometric data from phytoliths but no raw data is given for counts of phytos in sediments.
